"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"chemotaxis [GO:0006935]",0.886227016376902,1,0.369515068592583,0.181165937170169,0.559455126142954,0.803842953613022,0.266120359073789,0.218186580341395,0.720026310124981,0.461432982061554,0.68415968466377,0.377315929609098,0.567991666674523,0.302241992797126,0.373212411002361,1,0.130428291633137,1,1,1
"muscle contraction [GO:0006936]",0.56756390613171,1,0.724856799034649,0.0079367488843719,0.979580762834935,1,1,1,1,0.0198686495366166,1,1,0.709110566284858,0.137647567771179,1,1,0.67491336244654,1,1,1
"regulation of muscle contraction [GO:0006937]",0.617818715052419,1,1,0.071816047619451,1,1,1,1,1,0.257193060261611,1,1,0.294521141127974,1,1,1,1,1,1,1
"smooth muscle contraction [GO:0006939]",1,1,1,0.0118985706987865,0.321399352398195,1,1,1,1,1,1,1,1,0.0146489345783898,1,1,1,1,1,1
"regulation of smooth muscle contraction [GO:0006940]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"striated muscle contraction [GO:0006941]",0.162292135039151,1,1,0.167224607865963,1,1,1,1,1,0.30744839422995,1,1,1,1,1,1,1,1,1,1
"regulation of striated muscle contraction [GO:0006942]",0.298459064524856,1,1,0.240131419788124,1,1,1,1,1,0.217141307767052,1,1,1,1,1,1,1,1,1,1
"chemi-mechanical coupling [GO:0006943]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular membrane fusion [GO:0006944]",0.323185544352146,0.259841158416686,1,0.815993787637772,0.264432738191102,1,1,1,1,1,1,1,1,1,1,1,0.258278405518121,1,1,1
"nuclear fusion during karyogamy [GO:0006945]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"induction by virus of host cell-cell fusion [GO:0006948]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"syncytium formation [GO:0006949]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to stress [GO:0006950]",0.740165608930289,0.962893230038785,0.221118486274887,0.377028216144082,0.526561196734984,0.53356764425284,0.0326123453743611,0.0355242413861872,0.822745855824982,0.811114507545605,0.97541839325128,0.472113281960405,0.635494737225492,1,0.505368131653777,0.931120850067775,0.00886966028046794,0.643080329191362,0.750941725360418,0.492737479970232
"defense response [GO:0006952]",0.786189220645796,0.531363995745145,0.0988933885607029,0.59326445315337,0.558967146921915,0.777946196400097,0.279534389461135,0.0682998180735295,0.662058827897764,0.467514936132193,0.926046541006631,0.203349829529251,0.776775089860305,1,0.579626228057742,0.573678629428604,0.0503041682229891,0.290863108760958,1,1
"acute-phase response [GO:0006953]",0.95358417261966,0.0724083663083543,0.0821448604603765,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"inflammatory response [GO:0006954]",0.689299457777732,0.149984603905118,0.45355734337403,0.557574282083206,0.945333124923723,1,0.51713746166435,0.00623424211259759,0.466937502318085,0.355443946738022,1,0.208719357689382,0.773031536918775,1,0.320915790690531,1,0.147792253785423,1,1,1
"immune response [GO:0006955]",0.81880712614608,0.968321377942964,0.135734849167461,0.16978246849342,0.836869858504843,0.193501888343452,0.800779611508123,0.0773142535901122,0.914771675823851,0.715387061094829,0.943005153658442,0.599989599029585,0.498165914007645,1,0.506063180786075,0.599989599029585,0.0719202395289796,0.106115191571734,1,0.443485128322712
"complement activation [GO:0006956]",0.360219663407855,1,1,0.321642637036531,1,1,1,0.0183398758242642,1,1,1,1,1,1,1,1,1,1,1,1
"complement activation, alternative pathway [GO:0006957]",0.153712731088462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"complement activation, classical pathway [GO:0006958]",0.854065949683407,1,1,0.0447024068152368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"humoral immune response [GO:0006959]",0.496459819125495,1,0.439794898807331,0.364549950647927,1,0.553088769301123,1,0.0444623442849333,1,1,1,1,1,1,1,1,0.0881967546200664,0.10603764136493,1,1
"male-specific antibacterial humoral response [GO:0006962]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of antibacterial peptide biosynthetic process [GO:0006963]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria [GO:0006964]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria [GO:0006965]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of antifungal peptide biosynthetic process [GO:0006967]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular defense response [GO:0006968]",0.85066084415467,0.259841158416686,0.290455412933406,0.576590397591188,0.644637842679696,1,1,1,1,1,1,1,1,1,0.361878216204002,1,0.0343624524669872,1,1,1
"melanotic tumor response [GO:0006969]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to osmotic stress [GO:0006970]",0.577807210933193,1,1,0.372150593422185,1,1,0.155894367144262,1,1,1,1,1,1,1,1,1,1,1,1,1
"hypotonic response [GO:0006971]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hyperosmotic response [GO:0006972]",0.899977707172039,1,1,0.451890216917685,1,1,0.0700405173416313,1,1,1,1,1,1,1,1,1,1,1,1,1
"intracellular accumulation of glycerol [GO:0006973]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to DNA damage stimulus [GO:0006974]",0.206468943346424,0.979036462136347,0.628981433434794,0.915693064676681,0.201359514618924,0.551547660669192,0.212567566098166,1,0.528557962947148,0.871503527051316,0.642016015278348,1,0.594454916698965,1,0.818602234184352,1,0.32166887619231,0.204561828124703,0.292427172197749,0.346769335359578
"DNA damage induced protein phosphorylation [GO:0006975]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]",0.720914984080523,1,0.146839101977622,0.359495145203922,1,0.615132702767677,1,1,1,0.42891000520884,0.406829703932495,1,0.481781122639466,1,0.59318523362769,1,0.450193139323805,0.124440765702595,1,1
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]",0.412870847706564,1,0.120665895844967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0245684947998711,1,1
"response to oxidative stress [GO:0006979]",0.241480204170138,1,0.686814404967289,0.52827815426489,0.860289355548211,0.473462086375958,0.371635786789476,1,1,0.61198640907393,1,1,1,1,0.442906202996935,1,0.263482459081856,1,1,1
"activation of SoxR protein [GO:0006981]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to lipid hydroperoxide [GO:0006982]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ER overload response [GO:0006983]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ER-nucleus signaling pathway [GO:0006984]",0.725776187113243,1,1,0.80868900241275,0.393447944834388,0.285220814296333,0.582411182373892,0.0588727347893457,1,0.467620925877898,0.444402776844061,0.110216647973697,0.165244750482033,1,1,1,0.489894651199214,1,1,1
"positive regulation of NF-kappaB transcription factor activity by ER overload response [GO:0006985]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to unfolded protein [GO:0006986]",0.669777473890964,1,1,0.827784432224302,0.682886641624791,0.296176271043174,0.592442857644744,0.0604614446254372,1,0.476884501508643,0.453421041081756,0.113105179826789,0.172486834690247,1,0.646640826976258,1,0.499366806098384,1,1,1
"activation of signaling protein activity involved in unfolded protein response [GO:0006987]",0.833100381145387,1,1,0.838088861550646,0.448269710259376,0.1554885980427,0.441060335013425,1,1,0.342911541514077,1,0.0748421188075111,0.0844420149318679,1,1,1,0.361354918854109,1,1,1
"unfolded protein response, cleavage of primary transcript encoding UFP-specific transcription factor [GO:0006988]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"unfolded protein response, ligation of mRNA encoding UFP-specific transcription factor by RNA ligase [GO:0006989]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to sterol depletion [GO:0006991]",0.739158310829177,1,1,0.551462785476083,0.227750135309834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to nitrogen starvation [GO:0006995]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"organelle organization [GO:0006996]",0.945617400774524,0.843678049005179,0.22858028404342,0.29129305618045,0.647848918406731,0.614568104858188,0.00223918648846283,0.248507508376274,0.963303947275886,0.402305747214853,0.907805463897946,0.279589230530189,0.902063415527533,0.0467874273864788,0.720760753633232,0.0332716257193394,0.169097596572572,0.0274184626564402,1,0.70709294016477
"nucleus organization [GO:0006997]",0.80025707643844,1,0.210081944302247,0.620589589991002,1,1,1,1,1,0.174946961087719,1,1,1,1,1,0.0349970358894043,0.185633749648128,1,1,1
"nuclear envelope organization [GO:0006998]",0.899977707172039,1,0.0622600199208123,1,1,1,1,1,1,1,1,1,1,1,1,0.00966363606515031,1,1,1,1
"nuclear pore organization [GO:0006999]",0.899977707172039,1,1,0.451890216917685,1,1,1,1,1,1,1,1,1,1,1,1,0.0544362461056845,1,1,1
"nucleolus organization [GO:0007000]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"centromere binding [GO:0007002]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomere binding [GO:0007003]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomere maintenance via telomerase [GO:0007004]",0.711820673201711,1,1,0.441548957977366,0.403712516084388,1,1,1,1,0.130496308127808,1,1,1,1,1,1,1,1,1,1
"mitochondrion organization [GO:0007005]",0.514586501621426,1,1,0.363247136051192,0.950902928837981,0.644027844408701,0.100539488583732,1,1,0.367983082063032,0.702126540888846,1,0.445216457522795,1,0.611702739492564,0.213872923802534,0.156583552858974,1,1,1
"mitochondrial membrane organization [GO:0007006]",0.595984499689287,1,1,0.889854772830193,1,1,0.233861069389196,1,1,0.174946961087719,1,1,0.202007713794004,1,1,1,0.185633749648128,1,1,1
"inner mitochondrial membrane organization [GO:0007007]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"outer mitochondrial membrane organization [GO:0007008]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"plasma membrane organization [GO:0007009]",0.426774543773576,1,1,0.775181491977998,1,1,0.00413424167449604,0.0460734972712233,1,1,1,1,0.43731606503166,1,1,1,1,0.109747990972754,1,0.0564114054403062
"cytoskeleton organization [GO:0007010]",0.985135931022965,0.304818961195607,0.239656108318364,0.438664090739606,0.581509383731828,0.357316162779467,0.0464341755920662,0.285060621040637,0.512353587591836,0.668398018401906,0.621696152922631,0.475762833930903,0.913254069832565,0.011661710752424,0.800040920511611,0.132246596186053,0.299821617644311,0.0469513273121796,1,0.338387417848755
"regulation of cytoskeleton [GO:0007011]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"actin ubiquitination [GO:0007014]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"actin filament organization [GO:0007015]",0.934862923365694,1,0.080971389393829,0.793944185797282,0.35327453004286,0.761597671289458,0.319185685140215,0.077774618642103,0.342134001735238,0.20175170427023,1,0.144290697228307,1,1,0.740893872967091,1,0.222274528778703,0.0166065615260729,1,1
"cytoskeletal anchoring at plasma membrane [GO:0007016]",0.739158310829177,0.0724083663083543,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"microtubule-based process [GO:0007017]",0.936589848196329,0.29026161821617,1,0.472799195562999,0.446555971658736,0.0759587662933475,0.222064240550208,1,0.586951028744115,0.830717652646883,0.488214871444289,1,0.611869525344188,0.22116408292181,0.305621823399458,0.280369002128007,0.849923535310535,0.343828947481146,1,0.189778148417749
"microtubule-based movement [GO:0007018]",0.865188961248293,1,1,0.901989917618565,0.172900366003768,0.0821174634502249,0.572133953258443,1,1,0.458194552208189,1,1,0.158059210066724,1,0.0714988364509132,1,0.480244556626054,1,1,1
"microtubule depolymerization [GO:0007019]",0.92073749583056,1,1,0.699653253990898,0.321399352398195,1,0.135200020195108,1,1,1,0.0931337000747826,1,1,1,1,1,1,1,1,1
"microtubule nucleation [GO:0007020]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"tubulin complex assembly [GO:0007021]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"post-chaperonin tubulin folding pathway [GO:0007023]",0.55352165945179,1,1,1,1,1,0.0700405173416313,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of microtubule depolymerization [GO:0007026]",0.95358417261966,1,1,1,0.227750135309834,1,0.092285475227822,1,1,1,0.0630871429420563,1,1,1,1,1,1,1,1,1
"negative regulation of axonemal microtubule depolymerization [GO:0007027]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytoplasm organization [GO:0007028]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endoplasmic reticulum organization [GO:0007029]",0.720722857389101,1,0.120665895844967,1,0.321399352398195,1,1,1,1,0.0995501811188594,1,1,1,1,1,1,1,1,1,1
"Golgi organization [GO:0007030]",0.960958103728363,1,1,0.18214873303675,0.288217101028557,0.397560136185643,0.00714371827176006,1,1,1,1,1,1,1,1,1,1,1,1,1
"peroxisome organization [GO:0007031]",0.955925632385042,1,0.226849555114366,0.37592979403823,0.539644332725846,0.300647730276425,1,1,1,1,1,1,1,1,0.285970609056407,0.0381196186104458,1,1,1,1
"endosome organization [GO:0007032]",0.146480243784893,1,1,0.699653253990898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"vacuole organization [GO:0007033]",0.780542073067705,0.300491609626166,0.334721271369942,0.977906512457874,0.335430492766657,0.43246995014135,0.368951427061885,0.0314824029384956,1,1,1,1,1,1,0.413487396105018,1,0.298737067128859,1,1,1
"vacuolar transport [GO:0007034]",0.603820281740077,1,1,0.713207034936569,0.568487328578363,0.32119827593691,1,1,1,1,1,1,0.2341122381205,1,1,1,0.21550277600364,1,1,1
"vacuolar acidification [GO:0007035]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"vacuolar calcium ion homeostasis [GO:0007036]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"vacuolar phosphate transport [GO:0007037]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endocytosed protein transport to vacuole [GO:0007038]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"vacuolar protein catabolic process [GO:0007039]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lysosome organization [GO:0007040]",0.443793748664674,1,1,0.798906755434492,1,0.21206356495493,1,1,1,1,1,1,1,1,1,1,0.138700188634242,1,1,1
"lysosomal transport [GO:0007041]",0.705444565407834,1,1,0.669521549181556,0.539644332725846,0.300647730276425,1,1,1,1,1,1,0.218223710290812,1,1,1,0.200706798289122,1,1,1
"lysosomal lumen acidification [GO:0007042]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell-cell junction assembly [GO:0007043]",0.897847297563526,1,1,0.0229422113327186,0.666914139032892,1,1,1,1,0.257193060261611,1,1,1,1,1,1,0.272015769591545,1,1,1
"cell-substrate junction assembly [GO:0007044]",0.994452831614357,1,1,0.00396005352000703,1,1,1,1,0.106987198162559,1,1,1,0.2341122381205,1,1,1,1,0.0524930654200002,1,1
"cell-substrate adherens junction assembly [GO:0007045]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"oncogenesis [GO:0007048]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell cycle [GO:0007049]",0.930616451332832,0.712627629032992,0.909069581297559,0.44822071183619,0.198153613066815,0.555982419958529,0.689375871129533,0.478834647936752,0.965637623710102,0.20796447943356,0.266579569023954,0.347155842531444,0.359806211626307,0.614358228483793,0.100794293175125,0.347155842531444,0.706301446632684,0.0686027998367445,0.478834647936752,0.182466414933748
"cell cycle arrest [GO:0007050]",0.548696457269736,1,0.301883771301674,0.516945260522697,0.836951108649442,0.539348919105715,0.825733249373792,1,1,0.667021169658529,0.161622594100476,1,0.275255520613334,1,0.492681167025811,0.347917638287509,0.437749573203238,0.1015757771244,0.199220541503914,1
"spindle organization [GO:0007051]",0.713926873322032,0.386924254865389,1,0.721033048692664,0.220008463594495,0.176450606961005,1,1,0.202680779335159,1,1,1,0.413682128740326,1,1,0.0808301800040233,1,1,1,1
"mitotic spindle organization [GO:0007052]",0.85824891562516,1,1,0.75193661612234,0.0528459607261364,1,1,1,0.114733425211123,1,1,1,0.249679868702463,1,1,0.044335709256569,1,1,1,1
"spindle assembly involved in male meiosis [GO:0007053]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spindle assembly involved in male meiosis I [GO:0007054]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spindle assembly involved in male meiosis II [GO:0007055]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spindle assembly involved in female meiosis [GO:0007056]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spindle assembly involved in female meiosis I [GO:0007057]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spindle assembly involved in female meiosis II [GO:0007058]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chromosome segregation [GO:0007059]",0.101875853423324,0.217689239496187,1,0.980635345295667,0.0709350257891087,1,0.31032920644517,1,1,1,0.535987038841599,1,1,1,1,1,0.584990016397768,0.17747492474826,1,1
"male meiosis chromosome segregation [GO:0007060]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sister chromatid cohesion [GO:0007062]",0.141431062142622,0.23144623310878,1,0.93968553916184,0.216975452790567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of sister chromatid cohesion [GO:0007063]",0.566796852547832,0.0896815067779777,1,0.632957003296606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic sister chromatid cohesion [GO:0007064]",0.0894049111842135,1,1,1,0.363883211334849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"male meiosis sister chromatid cohesion [GO:0007065]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"female meiosis sister chromatid cohesion [GO:0007066]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitosis [GO:0007067]",0.862890732958463,0.181786935957495,1,0.257837664160281,0.223466438077336,1,0.120124474375015,1,1,0.39890100034523,0.366046864508646,1,0.803652509491073,1,0.647339141719576,1,0.772666918478238,0.0419092072750082,1,1
"negative regulation of transcription during mitosis [GO:0007068]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase I promoter during mitosis [GO:0007069]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter during mitosis [GO:0007070]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase III promoter during mitosis [GO:0007071]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription on exit from mitosis [GO:0007072]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription on exit from mitosis, from RNA polymerase I promoter [GO:0007073]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription on exit from mitosis, from RNA polymerase II promoter [GO:0007074]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription on exit from mitosis, from RNA polymerase III promoter [GO:0007075]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic chromosome condensation [GO:0007076]",0.55352165945179,1,1,1,0.176195799515346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic nuclear envelope disassembly [GO:0007077]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lamin depolymerization [GO:0007078]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic chromosome movement towards spindle pole [GO:0007079]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic metaphase plate congression [GO:0007080]",0.367885008074404,1,1,1,0.227750135309834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic sister-chromatid adhesion release [GO:0007081]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic chromosome decondensation [GO:0007083]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic nuclear envelope reassembly [GO:0007084]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear membrane vesicle binding to chromatin [GO:0007085]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"vesicle fusion with nuclear membrane involved in mitotic nuclear envelope reassembly [GO:0007086]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic nuclear pore complex reassembly [GO:0007087]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mitosis [GO:0007088]",0.635879689705962,0.351263081912114,1,0.40863443405111,0.171087854262842,1,1,1,1,1,0.312823121126036,1,1,1,1,1,1,0.0910458705065138,1,1
"traversing start control point of mitotic cell cycle [GO:0007089]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of S phase of mitotic cell cycle [GO:0007090]",0.566796852547832,1,1,0.632957003296606,1,1,1,1,1,1,1,1,0.0974497039582102,1,1,1,1,1,1,1
"mitotic metaphase/anaphase transition [GO:0007091]",0.197512491564848,1,1,0.713207034936569,0.568487328578363,1,1,1,1,1,0.190962970697785,1,1,1,1,1,1,1,1,1
"activation of mitotic anaphase-promoting complex activity [GO:0007092]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitotic cell cycle checkpoint [GO:0007093]",0.859165492007083,1,0.294401803624027,0.45020660981149,0.626954382326846,0.782097863329013,0.710133755030083,1,1,0.590960599851757,0.199083006737802,1,0.649701608948134,1,0.166534401667805,0.152611421555823,0.615014686191823,0.191083267226513,1,1
"mitotic cell cycle spindle assembly checkpoint [GO:0007094]",0.720722857389101,1,1,0.699653253990898,0.321399352398195,1,1,1,1,1,0.0931337000747826,1,1,1,1,1,1,1,1,1
