"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"epicardial cell to mesenchymal cell transition [GO:0003347]",1,1,1,1,1,1,1,1,1,1,1,1
"cardiac endothelial cell differentiation [GO:0003348]",1,1,1,1,1,1,1,1,1,1,1,1
"epicardium-derived cardiac endothelial cell differentiation [GO:0003349]",1,1,1,1,1,1,1,1,1,1,1,1
"pulmonary myocardium development [GO:0003350]",1,1,1,1,1,1,1,1,1,1,1,1
"epithelial cilium movement [GO:0003351]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cilium movement [GO:0003352]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cilium movement [GO:0003353]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cilium movement [GO:0003354]",1,1,1,1,1,1,1,1,1,1,1,1
"cilium movement involved in otolith formation [GO:0003355]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cilium beat frequency [GO:0003356]",1,1,1,1,1,1,1,1,1,1,1,1
"noradrenergic neuron differentiation [GO:0003357]",1,1,1,1,1,1,1,1,1,1,1,1
"noradrenergic neuron development [GO:0003358]",1,1,1,1,1,1,1,1,1,1,1,1
"noradrenergic neuron fate commitment [GO:0003359]",1,1,1,1,1,1,1,1,1,1,1,1
"brainstem development [GO:0003360]",1,1,1,1,1,1,1,1,1,1,1,1
"noradrenergic neuron differentiation involved in brainstem development [GO:0003361]",1,1,1,1,1,1,1,1,1,1,1,1
"noradrenergic neuron fate commitment involved in brainstem development [GO:0003362]",1,1,1,1,1,1,1,1,1,1,1,1
"lamellipodium assembly involved in ameboidal cell migration [GO:0003363]",1,1,1,1,1,1,1,1,1,1,1,1
"lamellipodium assembly involved in mesendodermal cell migration [GO:0003364]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of cell polarity involved in ameboidal cell migration [GO:0003365]",1,1,1,1,1,1,1,1,1,1,1,1
"cell-matrix adhesion involved in ameboidal cell migration [GO:0003366]",1,1,1,1,1,1,1,1,1,1,1,1
"cell-cell adhesion involved in ameboidal cell migration [GO:0003367]",1,1,1,1,1,1,1,1,1,1,1,1
"cell-matrix adhesion involved in mesendodermal cell migration [GO:0003368]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of cell polarity involved in mesendodermal cell migration [GO:0003369]",1,1,1,1,1,1,1,1,1,1,1,1
"cell-cell adhesion involved in mesendodermal cell migration [GO:0003370]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration [GO:0003371]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment or maintenance of cytoskeleton polarity involved in mesendodermal cell migration [GO:0003372]",1,1,1,1,1,1,1,1,1,1,1,1
"dynamin polymerization involved in membrane fission [GO:0003373]",1,1,1,1,1,1,1,1,1,1,1,1
"dynamin polymerization involved in mitochondrial fission [GO:0003374]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of dynamin polymerization involved in membrane fission [GO:0003375]",1,1,1,1,1,1,1,1,1,1,1,1
"sphingosine-1-phosphate signaling pathway [GO:0003376]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of apoptosis by sphingosine-1-phosphate signaling pathway [GO:0003377]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of inflammatory response by sphingosine-1-phosphate signaling pathway [GO:0003378]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of cell polarity involved in gastrulation cell migration [GO:0003379]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment or maintenance of cytoskeleton polarity involved in gastrulation [GO:0003380]",1,1,1,1,1,1,1,1,1,1,1,1
"epithelial cell morphogenesis involved in gastrulation [GO:0003381]",1,1,1,1,1,1,1,1,1,1,1,1
"epithelial cell morphogenesis [GO:0003382]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"apical constriction [GO:0003383]",1,1,1,1,1,1,1,1,1,1,1,1
"apical constriction involved in gastrulation [GO:0003384]",1,1,1,1,1,1,1,1,1,1,1,1
"cell-cell signaling involved in amphid sensory organ development [GO:0003385]",1,1,1,1,1,1,1,1,1,1,1,1
"amphid sensory organ development [GO:0003386]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron differentiation involved in amphid sensory organ development [GO:0003387]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron development involved in amphid sensory organ development [GO:0003388]",1,1,1,1,1,1,1,1,1,1,1,1
"retrograde extension [GO:0003389]",1,1,1,1,1,1,1,1,1,1,1,1
"dendrite development by retrograde extension [GO:0003390]",1,1,1,1,1,1,1,1,1,1,1,1
"amphid sensory organ dendrite retrograde extension [GO:0003391]",1,1,1,1,1,1,1,1,1,1,1,1
"cell adhesion involved in retrograde extension [GO:0003392]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron migration involved in retrograde extension [GO:0003393]",1,1,1,1,1,1,1,1,1,1,1,1
"cell adhesion involved in dendrite retrograde extension [GO:0003394]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron migration involved in dendrite retrograde extension [GO:0003395]",1,1,1,1,1,1,1,1,1,1,1,1
"cell adhesion involved in amphid sensory organ dendrite retrograde extension [GO:0003396]",1,1,1,1,1,1,1,1,1,1,1,1
"neuron migration involved in amphid sensory organ dendrite retrograde extension [GO:0003397]",1,1,1,1,1,1,1,1,1,1,1,1
"glial cell differentiation involved in amphid sensory organ development [GO:0003398]",1,1,1,1,1,1,1,1,1,1,1,1
"cytoneme morphogenesis [GO:0003399]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of COPII vesicle coating [GO:0003400]",1,1,1,1,1,1,1,1,1,1,1,1
"axis elongation [GO:0003401]",1,1,1,1,1,1,1,1,1,1,1,1
"planar cell polarity pathway involved in axis elongation [GO:0003402]",1,1,1,1,1,1,1,1,1,1,1,1
"optic vesicle formation [GO:0003403]",1,1,1,1,1,1,1,1,1,1,1,1
"optic vesicle morphogenesis [GO:0003404]",1,1,1,1,1,1,1,1,1,1,1,1
"optic vesicle elongation [GO:0003405]",1,1,1,1,1,1,1,1,1,1,1,1
"retinal pigment epithelium development [GO:0003406]",1,1,1,1,1,1,1,1,1,1,1,1
"neural retina development [GO:0003407]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"optic cup formation involved in camera-type eye development [GO:0003408]",1,1,1,1,1,1,1,1,1,1,1,1
"optic cup structural organization [GO:0003409]",1,1,1,1,1,1,1,1,1,1,1,1
"anterior rotation of the optic cup [GO:0003410]",1,1,1,1,1,1,1,1,1,1,1,1
"cell motility involved in camera-type eye morphogenesis [GO:0003411]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis [GO:0003412]",1,1,1,1,1,1,1,1,1,1,1,1
"chondrocyte differentiation involved in endochondral bone morphogenesis [GO:0003413]",1,1,1,1,1,1,1,1,1,1,1,1
"chondrocyte morphogenesis involved in endochondral bone morphogenesis [GO:0003414]",1,1,1,1,1,1,1,1,1,1,1,1
"chondrocyte hypertrophy [GO:0003415]",1,1,1,1,1,1,1,1,1,1,1,1
"endochondral bone growth [GO:0003416]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage development [GO:0003417]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte differentiation [GO:0003418]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte proliferation [GO:0003419]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of growth plate cartilage chondrocyte proliferation [GO:0003420]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage axis specification [GO:0003421]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage morphogenesis [GO:0003422]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte division [GO:0003423]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of cell polarity involved in growth plate cartilage chondrocyte division [GO:0003424]",1,1,1,1,1,1,1,1,1,1,1,1
"establishment of mitotic spindle orientation involved in growth plate cartilage chondrocyte division [GO:0003425]",1,1,1,1,1,1,1,1,1,1,1,1
"cytoskeleton polarization involved in growth plate cartilage chondrocyte division [GO:0003426]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division [GO:0003427]",1,1,1,1,1,1,1,1,1,1,1,1
"chondrocyte intercalation involved in growth plate cartilage morphogenesis [GO:0003428]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte morphogenesis [GO:0003429]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte growth [GO:0003430]",1,1,1,1,1,1,1,1,1,1,1,1
"growth plate cartilage chondrocyte development [GO:0003431]",1,1,1,1,1,1,1,1,1,1,1,1
"cell growth involved in growth plate cartilage chondrocyte morphogenesis [GO:0003432]",1,1,1,1,1,1,1,1,1,1,1,1
"chondrocyte development involved in endochondral bone morphogenesis [GO:0003433]",1,1,1,1,1,1,1,1,1,1,1,1
"BMP signaling pathway involved in growth plate cartilage chondrocyte development [GO:0003434]",1,1,1,1,1,1,1,1,1,1,1,1
"smoothened signaling pathway involved in growth plate cartilage chondrocyte development [GO:0003435]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell adhesion involved in growth plate cartilage morphogenesis [GO:0003436]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell communication involved in growth plate cartilage morphogenesis [GO:0003437]",1,1,1,1,1,1,1,1,1,1,1,1
"Gene_Ontology [GO:0003673]",1,1,1,1,1,1,1,1,1,1,1,1
"detection of calcium ion [GO:0005513]",1,1,1,1,1,1,1,1,1,1,1,1
"carbohydrate metabolic process [GO:0005975]",0.504928408030246,1,0.305693188464338,1,1,1,1,0.0701122688966523,1,1,0.123126908869125,1
"polysaccharide metabolic process [GO:0005976]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"glycogen metabolic process [GO:0005977]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"glycogen biosynthetic process [GO:0005978]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"regulation of glycogen biosynthetic process [GO:0005979]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"glycogen catabolic process [GO:0005980]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glycogen catabolic process [GO:0005981]",1,1,1,1,1,1,1,1,1,1,1,1
"starch metabolic process [GO:0005982]",1,1,1,1,1,1,1,1,1,1,1,1
"starch catabolic process [GO:0005983]",1,1,1,1,1,1,1,1,1,1,1,1
"disaccharide metabolic process [GO:0005984]",1,1,1,1,1,1,1,1,1,1,1,1
"sucrose metabolic process [GO:0005985]",1,1,1,1,1,1,1,1,1,1,1,1
"sucrose biosynthetic process [GO:0005986]",1,1,1,1,1,1,1,1,1,1,1,1
"sucrose catabolic process [GO:0005987]",1,1,1,1,1,1,1,1,1,1,1,1
"lactose metabolic process [GO:0005988]",1,1,1,1,1,1,1,1,1,1,1,1
"lactose biosynthetic process [GO:0005989]",1,1,1,1,1,1,1,1,1,1,1,1
"lactose catabolic process [GO:0005990]",1,1,1,1,1,1,1,1,1,1,1,1
"trehalose metabolic process [GO:0005991]",1,1,1,1,1,1,1,1,1,1,1,1
"trehalose biosynthetic process [GO:0005992]",1,1,1,1,1,1,1,1,1,1,1,1
"trehalose catabolic process [GO:0005993]",1,1,1,1,1,1,1,1,1,1,1,1
"melibiose metabolic process [GO:0005994]",1,1,1,1,1,1,1,1,1,1,1,1
"melibiose catabolic process [GO:0005995]",1,1,1,1,1,1,1,1,1,1,1,1
"monosaccharide metabolic process [GO:0005996]",0.227900585006648,1,0.731448550384753,1,1,1,1,0.0405628410025136,1,1,1,1
"xylulose metabolic process [GO:0005997]",1,1,1,1,1,1,1,1,1,1,1,1
"xylulose catabolic process [GO:0005998]",1,1,1,1,1,1,1,1,1,1,1,1
"xylulose biosynthetic process [GO:0005999]",1,1,1,1,1,1,1,1,1,1,1,1
"fructose metabolic process [GO:0006000]",1,1,1,1,1,1,1,1,1,1,1,1
"fructose catabolic process [GO:0006001]",1,1,1,1,1,1,1,1,1,1,1,1
"fructose 6-phosphate metabolic process [GO:0006002]",1,1,1,1,1,1,1,1,1,1,1,1
"fructose 2,6-bisphosphate metabolic process [GO:0006003]",1,1,1,1,1,1,1,1,1,1,1,1
"fucose metabolic process [GO:0006004]",1,1,1,1,1,1,1,1,1,1,1,1
"L-fucose biosynthetic process [GO:0006005]",1,1,1,1,1,1,1,1,1,1,1,1
"glucose metabolic process [GO:0006006]",0.227900585006648,1,0.731448550384753,1,1,1,1,0.0405628410025136,1,1,1,1
"glucose catabolic process [GO:0006007]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"glucose 1-phosphate phosphorylation [GO:0006009]",1,1,1,1,1,1,1,1,1,1,1,1
"UDP-glucose metabolic process [GO:0006011]",1,1,1,1,1,1,1,1,1,1,1,1
"galactose metabolic process [GO:0006012]",1,1,1,1,1,1,1,1,1,1,1,1
"mannose metabolic process [GO:0006013]",1,1,1,1,1,1,1,1,1,1,1,1
"D-ribose metabolic process [GO:0006014]",1,1,1,1,1,1,1,1,1,1,1,1
"5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]",1,1,1,1,1,1,1,1,1,1,1,1
"2-deoxyribose 1-phosphate biosynthetic process [GO:0006016]",1,1,1,1,1,1,1,1,1,1,1,1
"deoxyribose 1,5-bisphosphate biosynthetic process [GO:0006017]",1,1,1,1,1,1,1,1,1,1,1,1
"2-deoxyribose 1-phosphate catabolic process [GO:0006018]",1,1,1,1,1,1,1,1,1,1,1,1
"deoxyribose 5-phosphate phosphorylation [GO:0006019]",1,1,1,1,1,1,1,1,1,1,1,1
"inositol metabolic process [GO:0006020]",1,1,1,1,1,1,1,1,1,1,1,1
"inositol biosynthetic process [GO:0006021]",1,1,1,1,1,1,1,1,1,1,1,1
"aminoglycan metabolic process [GO:0006022]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"aminoglycan biosynthetic process [GO:0006023]",1,1,1,1,1,1,1,1,1,1,1,1
"glycosaminoglycan biosynthetic process [GO:0006024]",1,1,1,1,1,1,1,1,1,1,1,1
"galactosaminoglycan biosynthetic process [GO:0006025]",1,1,1,1,1,1,1,1,1,1,1,1
"aminoglycan catabolic process [GO:0006026]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"glycosaminoglycan catabolic process [GO:0006027]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"galactosaminoglycan catabolic process [GO:0006028]",1,1,1,1,1,1,1,1,1,1,1,1
"proteoglycan metabolic process [GO:0006029]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"chitin metabolic process [GO:0006030]",1,1,1,1,1,1,1,1,1,1,1,1
"chitin biosynthetic process [GO:0006031]",1,1,1,1,1,1,1,1,1,1,1,1
"chitin catabolic process [GO:0006032]",1,1,1,1,1,1,1,1,1,1,1,1
"chitin localization [GO:0006033]",1,1,1,1,1,1,1,1,1,1,1,1
"cuticle chitin metabolic process [GO:0006034]",1,1,1,1,1,1,1,1,1,1,1,1
"cuticle chitin biosynthetic process [GO:0006035]",1,1,1,1,1,1,1,1,1,1,1,1
"cuticle chitin catabolic process [GO:0006036]",1,1,1,1,1,1,1,1,1,1,1,1
"cell wall chitin metabolic process [GO:0006037]",1,1,1,1,1,1,1,1,1,1,1,1
"cell wall chitin biosynthetic process [GO:0006038]",1,1,1,1,1,1,1,1,1,1,1,1
"cell wall chitin catabolic process [GO:0006039]",1,1,1,1,1,1,1,1,1,1,1,1
"amino sugar metabolic process [GO:0006040]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosamine metabolic process [GO:0006041]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosamine biosynthetic process [GO:0006042]",1,1,1,1,1,1,1,1,1,1,1,1
"glucosamine catabolic process [GO:0006043]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylglucosamine metabolic process [GO:0006044]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylglucosamine biosynthetic process [GO:0006045]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylglucosamine catabolic process [GO:0006046]",1,1,1,1,1,1,1,1,1,1,1,1
"UDP-N-acetylglucosamine metabolic process [GO:0006047]",1,1,1,1,1,1,1,1,1,1,1,1
"UDP-N-acetylglucosamine biosynthetic process [GO:0006048]",1,1,1,1,1,1,1,1,1,1,1,1
"UDP-N-acetylglucosamine catabolic process [GO:0006049]",1,1,1,1,1,1,1,1,1,1,1,1
"mannosamine metabolic process [GO:0006050]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylmannosamine metabolic process [GO:0006051]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylmannosamine biosynthetic process [GO:0006052]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylmannosamine catabolic process [GO:0006053]",1,1,1,1,1,1,1,1,1,1,1,1
"N-acetylneuraminate metabolic process [GO:0006054]",1,1,1,1,1,1,1,1,1,1,1,1
"CMP-N-acetylneuraminate biosynthetic process [GO:0006055]",1,1,1,1,1,1,1,1,1,1,1,1
"mannoprotein metabolic process [GO:0006056]",1,1,1,1,1,1,1,1,1,1,1,1
"mannoprotein biosynthetic process [GO:0006057]",1,1,1,1,1,1,1,1,1,1,1,1
"mannoprotein catabolic process [GO:0006058]",1,1,1,1,1,1,1,1,1,1,1,1
"hexitol metabolic process [GO:0006059]",1,1,1,1,1,1,1,1,1,1,1,1
"sorbitol metabolic process [GO:0006060]",1,1,1,1,1,1,1,1,1,1,1,1
"sorbitol biosynthetic process [GO:0006061]",1,1,1,1,1,1,1,1,1,1,1,1
"sorbitol catabolic process [GO:0006062]",1,1,1,1,1,1,1,1,1,1,1,1
"uronic acid metabolic process [GO:0006063]",1,1,1,1,1,1,1,1,1,1,1,1
"glucuronate catabolic process [GO:0006064]",1,1,1,1,1,1,1,1,1,1,1,1
"UDP-glucuronate biosynthetic process [GO:0006065]",1,1,1,1,1,1,1,1,1,1,1,1
"alcohol metabolic process [GO:0006066]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"ethanol metabolic process [GO:0006067]",1,1,1,1,1,1,1,1,1,1,1,1
"ethanol catabolic process [GO:0006068]",1,1,1,1,1,1,1,1,1,1,1,1
"ethanol oxidation [GO:0006069]",1,1,1,1,1,1,1,1,1,1,1,1
"octanol metabolic process [GO:0006070]",1,1,1,1,1,1,1,1,1,1,1,1
"glycerol metabolic process [GO:0006071]",1,1,1,1,1,1,1,1,1,1,1,1
"glycerol-3-phosphate metabolic process [GO:0006072]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular glucan metabolic process [GO:0006073]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"(1->3)-beta-D-glucan metabolic process [GO:0006074]",1,1,1,1,1,1,1,1,1,1,1,1
"(1->3)-beta-D-glucan biosynthetic process [GO:0006075]",1,1,1,1,1,1,1,1,1,1,1,1
"(1->3)-beta-D-glucan catabolic process [GO:0006076]",1,1,1,1,1,1,1,1,1,1,1,1
"(1->6)-beta-D-glucan metabolic process [GO:0006077]",1,1,1,1,1,1,1,1,1,1,1,1
"(1->6)-beta-D-glucan biosynthetic process [GO:0006078]",1,1,1,1,1,1,1,1,1,1,1,1
"(1->6)-beta-D-glucan catabolic process [GO:0006079]",1,1,1,1,1,1,1,1,1,1,1,1
"substituted mannan metabolic process [GO:0006080]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular aldehyde metabolic process [GO:0006081]",1,1,1,1,1,1,1,1,1,1,1,1
"organic acid metabolic process [GO:0006082]",0.0350534957915875,1,0.642300992630797,0.974353216345882,1,1,0.689485807123561,0.145366331384918,0.171962814848043,1,1,1
"acetate metabolic process [GO:0006083]",1,1,1,1,1,1,1,1,1,1,1,1
"acetyl-CoA metabolic process [GO:0006084]",1,1,1,1,1,1,1,1,1,1,1,1
"acetyl-CoA biosynthetic process [GO:0006085]",1,1,1,1,1,1,1,1,1,1,1,1
"acetyl-CoA biosynthetic process from pyruvate [GO:0006086]",1,1,1,1,1,1,1,1,1,1,1,1
"acetate to acetyl-CoA [GO:0006088]",1,1,1,1,1,1,1,1,1,1,1,1
"lactate metabolic process [GO:0006089]",1,1,1,1,1,1,1,1,1,1,1,1
"pyruvate metabolic process [GO:0006090]",1,1,1,1,1,1,1,1,1,1,1,1
"generation of precursor metabolites and energy [GO:0006091]",0.649730509295699,1,0.311643985468965,0.618742515204542,1,1,1,1,1,1,1,1
"gluconeogenesis [GO:0006094]",1,1,1,1,1,1,1,0.0102669404517454,1,1,1,1
"glycolysis [GO:0006096]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"glyoxylate cycle [GO:0006097]",1,1,1,1,1,1,1,1,1,1,1,1
"pentose-phosphate shunt [GO:0006098]",1,1,1,1,1,1,1,1,1,1,1,1
"tricarboxylic acid cycle [GO:0006099]",1,1,1,1,1,1,1,1,1,1,1,1
"tricarboxylic acid cycle intermediate metabolic process [GO:0006100]",1,1,1,1,1,1,1,1,1,1,1,1
"citrate metabolic process [GO:0006101]",1,1,1,1,1,1,1,1,1,1,1,1
"isocitrate metabolic process [GO:0006102]",1,1,1,1,1,1,1,1,1,1,1,1
"2-oxoglutarate metabolic process [GO:0006103]",1,1,1,1,1,1,1,1,1,1,1,1
"succinyl-CoA metabolic process [GO:0006104]",1,1,1,1,1,1,1,1,1,1,1,1
"succinate metabolic process [GO:0006105]",1,1,1,1,1,1,1,1,1,1,1,1
"fumarate metabolic process [GO:0006106]",1,1,1,1,1,1,1,1,1,1,1,1
"oxaloacetate metabolic process [GO:0006107]",1,1,1,1,1,1,1,1,1,1,1,1
"malate metabolic process [GO:0006108]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of carbohydrate metabolic process [GO:0006109]",0.0525261743605344,1,1,1,1,1,1,1,1,1,1,1
"regulation of glycolysis [GO:0006110]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of gluconeogenesis [GO:0006111]",1,1,1,1,1,1,1,1,1,1,1,1
"energy reserve metabolic process [GO:0006112]",0.407432757877658,1,1,0.381845683237424,1,1,1,1,1,1,1,1
"fermentation [GO:0006113]",1,1,1,1,1,1,1,1,1,1,1,1
"glycerol biosynthetic process [GO:0006114]",1,1,1,1,1,1,1,1,1,1,1,1
"ethanol biosynthetic process [GO:0006115]",1,1,1,1,1,1,1,1,1,1,1,1
"NADH oxidation [GO:0006116]",1,1,1,1,1,1,1,1,1,1,1,1
"acetaldehyde metabolic process [GO:0006117]",1,1,1,1,1,1,1,1,1,1,1,1
"electron transport [GO:0006118]",1,1,1,1,1,1,1,1,1,1,1,1
"oxidative phosphorylation [GO:0006119]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial electron transport, succinate to ubiquinone [GO:0006121]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]",1,1,1,1,1,1,1,1,1,1,1,1
"ferredoxin metabolic process [GO:0006124]",1,1,1,1,1,1,1,1,1,1,1,1
"thioredoxin pathway [GO:0006125]",1,1,1,1,1,1,1,1,1,1,1,1
"other pathways of electron transport [GO:0006126]",1,1,1,1,1,1,1,1,1,1,1,1
"glycerophosphate shuttle [GO:0006127]",1,1,1,1,1,1,1,1,1,1,1,1
"oxidized glutathione reduction [GO:0006128]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-disulfide reduction [GO:0006129]",1,1,1,1,1,1,1,1,1,1,1,1
"6-phosphofructokinase reduction [GO:0006130]",1,1,1,1,1,1,1,1,1,1,1,1
"dihydrolipoamide reduction [GO:0006131]",1,1,1,1,1,1,1,1,1,1,1,1
"dihydrolipoylprotein reduction [GO:0006132]",1,1,1,1,1,1,1,1,1,1,1,1
"5,10-methylenetetrahydrofolate oxidation [GO:0006133]",1,1,1,1,1,1,1,1,1,1,1,1
"dihydrobiopterin reduction [GO:0006134]",1,1,1,1,1,1,1,1,1,1,1,1
"dihydropteridine reduction [GO:0006135]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleobase-containing compound metabolic process [GO:0006139]",0.00219487582020146,1,0.159162582314251,0.99770505381292,1,1,0.839675967101762,0.364218180832827,1,0.528814746430686,0.559027015977308,1
"regulation of nucleotide metabolic process [GO:0006140]",1,1,0.189852546507006,0.514398361471048,1,1,1,1,1,1,1,1
"regulation of purine nucleobase metabolic process [GO:0006141]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pyrimidine nucleobase metabolic process [GO:0006142]",1,1,1,1,1,1,1,1,1,1,1,1
