"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"myosin filament organization [GO:0031033]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"myosin filament assembly [GO:0031034]",0.799464130979156,1,0.0480102795107887,1,1,1,1,1,1,1
"myosin filament disassembly [GO:0031035]",1,1,1,1,1,1,1,1,1,1
"myosin II filament assembly [GO:0031036]",1,1,1,1,1,1,1,1,1,1
"myosin II filament disassembly [GO:0031037]",1,1,1,1,1,1,1,1,1,1
"myosin II filament organization [GO:0031038]",1,1,1,1,1,1,1,1,1,1
"O-glycan processing, core 5 [GO:0031041]",1,1,1,1,1,1,1,1,1,1
"O-glycan processing, core 6 [GO:0031042]",1,1,1,1,1,1,1,1,1,1
"O-glycan processing, core 7 [GO:0031043]",1,1,1,1,1,1,1,1,1,1
"O-glycan processing, core 8 [GO:0031044]",1,1,1,1,1,1,1,1,1,1
"spindle pole body duplication in cytoplasm [GO:0031046]",1,1,1,1,1,1,1,1,1,1
"gene silencing by RNA [GO:0031047]",0.669335592560667,0.162241850622382,1,0.781265227207579,0.820176651869422,1,1,1,0.00698792015238113,1
"chromatin silencing by small RNA [GO:0031048]",1,1,1,1,1,1,1,1,1,1
"programmed DNA elimination [GO:0031049]",1,1,1,1,1,1,1,1,1,1
"dsRNA fragmentation [GO:0031050]",0.597102828307763,1,1,0.726343177701654,1,1,1,1,0.0369338636846593,1
"scnRNA production [GO:0031051]",1,1,1,1,1,1,1,1,1,1
"chromosome breakage [GO:0031052]",1,1,1,1,1,1,1,1,1,1
"primary miRNA processing [GO:0031053]",0.577954310046501,1,1,1,1,1,1,1,0.0223240320595425,1
"pre-miRNA processing [GO:0031054]",0.552151996898022,1,1,1,1,1,1,1,1,1
"chromatin remodeling at centromere [GO:0031055]",0.223706390112387,1,1,0.874301354197892,1,1,0.125909118515022,1,1,1
"regulation of histone modification [GO:0031056]",0.266070571617261,0.480263407933376,1,0.458534726985061,1,1,1,1,1,1
"negative regulation of histone modification [GO:0031057]",0.320552816098463,0.263053964004002,1,0.837080729032479,1,1,1,1,1,1
"positive regulation of histone modification [GO:0031058]",0.626562795822874,1,1,0.127402991710888,1,1,1,1,1,1
"histone deacetylation at centromere [GO:0031059]",1,1,1,1,1,1,1,1,1,1
"regulation of histone methylation [GO:0031060]",0.394465472730098,1,1,0.645351398218014,1,1,1,1,1,1
"negative regulation of histone methylation [GO:0031061]",0.30483986281689,1,1,1,1,1,1,1,1,1
"positive regulation of histone methylation [GO:0031062]",0.577954310046501,1,1,0.540406788508398,1,1,1,1,1,1
"regulation of histone deacetylation [GO:0031063]",0.597102828307763,1,1,0.321384280283455,1,1,1,1,1,1
"negative regulation of histone deacetylation [GO:0031064]",1,1,1,0.228253845159623,1,1,1,1,1,1
"positive regulation of histone deacetylation [GO:0031065]",0.394465472730098,1,1,0.645351398218014,1,1,1,1,1,1
"regulation of histone deacetylation at centromere [GO:0031066]",1,1,1,1,1,1,1,1,1,1
"negative regulation of histone deacetylation at centromere [GO:0031067]",1,1,1,1,1,1,1,1,1,1
"positive regulation of histone deacetylation at centromere [GO:0031068]",1,1,1,1,1,1,1,1,1,1
"hair follicle morphogenesis [GO:0031069]",0.597102828307763,0.195874710426353,1,1,0.396029060244217,1,1,1,1,1
"intronic snoRNA processing [GO:0031070]",1,1,1,1,1,1,1,1,1,1
"embryonic camera-type eye development [GO:0031076]",0.982466817568682,1,1,0.018458669603203,1,1,1,0.159358722013755,1,1
"post-embryonic camera-type eye development [GO:0031077]",0.552151996898022,1,1,1,1,1,1,1,1,1
"nuclear pore distribution [GO:0031081]",1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay [GO:0031086]",1,1,1,1,1,1,1,1,1,1
"deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]",1,1,1,1,1,1,1,1,1,1
"stress-activated protein kinase signaling cascade [GO:0031098]",0.658174702301463,0.452538301635655,0.761189374266056,0.337490265005939,0.665107680574075,0.410864942184408,0.251936232619405,1,1,1
"regeneration [GO:0031099]",0.91365727736518,1,0.178712031000753,0.576536352874588,1,1,1,0.0117686086920027,1,1
"organ regeneration [GO:0031100]",1,1,1,1,1,1,1,1,1,1
"fin regeneration [GO:0031101]",1,1,1,1,1,1,1,1,1,1
"neuron projection regeneration [GO:0031102]",0.87100336006633,1,1,0.726343177701654,1,1,1,0.00438517761398749,1,1
"axon regeneration [GO:0031103]",0.761443147362903,1,1,0.645351398218014,1,1,1,0.0831142763473819,1,1
"dendrite regeneration [GO:0031104]",1,1,1,1,1,1,1,1,1,1
"septin ring organization [GO:0031106]",1,1,1,1,1,1,1,1,1,1
"septin ring disassembly [GO:0031107]",1,1,1,1,1,1,1,1,1,1
"holo-[acyl-carrier-protein] biosynthetic process [GO:0031108]",1,1,1,1,1,1,1,1,1,1
"microtubule polymerization or depolymerization [GO:0031109]",0.884600155863505,0.457064019947174,1,0.401332707356371,0.756516685469436,1,0.209896498587424,1,0.100066613654888,1
"regulation of microtubule polymerization or depolymerization [GO:0031110]",0.891326340907038,0.407522650728557,1,0.539344124977275,0.702019344046815,1,0.182830769669226,1,0.0863984264814598,1
"negative regulation of microtubule polymerization or depolymerization [GO:0031111]",0.849968678376245,1,1,0.499443171999705,0.506393647201081,1,0.111074527841221,1,1,1
"positive regulation of microtubule polymerization or depolymerization [GO:0031112]",0.910219041445484,0.122591698222137,1,0.540406788508398,1,1,1,1,1,1
"regulation of microtubule polymerization [GO:0031113]",0.597102828307763,0.195874710426353,1,0.726343177701654,1,1,1,1,1,1
"regulation of microtubule depolymerization [GO:0031114]",0.959811006139677,1,1,0.645351398218014,0.331925722052428,1,0.0650553174136189,1,1,1
"negative regulation of microtubule polymerization [GO:0031115]",0.30483986281689,1,1,1,1,1,1,1,1,1
"positive regulation of microtubule polymerization [GO:0031116]",0.910219041445484,0.122591698222137,1,0.540406788508398,1,1,1,1,1,1
"positive regulation of microtubule depolymerization [GO:0031117]",1,1,1,1,1,1,1,1,1,1
"rRNA pseudouridine synthesis [GO:0031118]",1,1,1,1,1,1,1,1,1,1
"tRNA pseudouridine synthesis [GO:0031119]",1,1,1,1,1,1,1,1,1,1
"snRNA pseudouridine synthesis [GO:0031120]",1,1,1,1,1,1,1,1,1,1
"equatorial microtubule organization [GO:0031121]",1,1,1,1,1,1,1,1,1,1
"cytoplasmic microtubule organization [GO:0031122]",0.910219041445484,1,1,0.540406788508398,1,1,0.0491962951843431,1,1,1
"RNA 3'-end processing [GO:0031123]",0.662978287662898,0.154362061117831,0.181974038337043,0.619352059360712,0.826093870078509,1,1,0.50115152278541,1,1
"mRNA 3'-end processing [GO:0031124]",0.644456073592281,0.11506081036108,0.147404792403562,0.642577568893616,0.764588320223226,1,1,1,1,1
"rRNA 3'-end processing [GO:0031125]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"snoRNA 3'-end processing [GO:0031126]",1,1,1,1,1,1,1,1,1,1
"developmental induction [GO:0031128]",0.481963526075258,0.294514790896458,1,0.874301354197892,1,1,1,1,0.0584471831565989,1
"inductive cell-cell signaling [GO:0031129]",1,1,1,1,1,1,1,1,1,1
"creation of an inductive signal [GO:0031130]",1,1,1,1,1,1,1,1,1,1
"reception of an inductive signal [GO:0031131]",1,1,1,1,1,1,1,1,1,1
"regulation of axon diameter [GO:0031133]",1,1,1,1,1,1,1,1,1,1
"sister chromatid biorientation [GO:0031134]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"negative regulation of conjugation [GO:0031135]",1,1,1,1,1,1,1,1,1,1
"positive regulation of conjugation [GO:0031136]",1,1,1,1,1,1,1,1,1,1
"regulation of conjugation with cellular fusion [GO:0031137]",1,1,1,1,1,1,1,1,1,1
"negative regulation of conjugation with cellular fusion [GO:0031138]",1,1,1,1,1,1,1,1,1,1
"positive regulation of conjugation with cellular fusion [GO:0031139]",1,1,1,1,1,1,1,1,1,1
"induction of conjugation upon nutrient starvation [GO:0031140]",1,1,1,1,1,1,1,1,1,1
"induction of conjugation upon carbon starvation [GO:0031141]",1,1,1,1,1,1,1,1,1,1
"induction of conjugation upon nitrogen starvation [GO:0031142]",1,1,1,1,1,1,1,1,1,1
"proteasome localization [GO:0031144]",1,1,1,1,1,1,1,1,1,1
"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031145]",0.739567494346299,0.801431779186505,0.598404655348513,0.206298914264401,0.882467901543291,1,0.463972998978814,0.552635275469848,0.243509709049751,1
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]",0.761443147362903,1,1,0.645351398218014,0.331925722052428,1,1,1,1,1
"1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one metabolic process [GO:0031147]",1,1,1,1,1,1,1,1,1,1
"DIF-1 biosynthetic process [GO:0031148]",1,1,1,1,1,1,1,1,1,1
"sorocarp stalk cell differentiation [GO:0031149]",1,1,1,1,1,1,1,1,1,1
"sorocarp stalk development [GO:0031150]",1,1,1,1,1,1,1,1,1,1
"aggregation involved in sorocarp development [GO:0031152]",1,1,1,1,1,1,1,1,1,1
"slug development involved in sorocarp development [GO:0031153]",1,1,1,1,1,1,1,1,1,1
"culmination involved in sorocarp development [GO:0031154]",1,1,1,1,1,1,1,1,1,1
"regulation of fruiting body development [GO:0031155]",1,1,1,1,1,1,1,1,1,1
"regulation of sorocarp development [GO:0031156]",1,1,1,1,1,1,1,1,1,1
"regulation of aggregate size involved in sorocarp development [GO:0031157]",1,1,1,1,1,1,1,1,1,1
"negative regulation of aggregate size involved in sorocarp development [GO:0031158]",1,1,1,1,1,1,1,1,1,1
"positive regulation of aggregate size involved in sorocarp development [GO:0031159]",1,1,1,1,1,1,1,1,1,1
"phosphatidylinositol catabolic process [GO:0031161]",1,1,1,1,1,1,1,1,1,1
"sulfur incorporation into metallo-sulfur cluster [GO:0031162]",1,1,1,1,1,1,1,1,1,1
"metallo-sulfur cluster assembly [GO:0031163]",0.748364503244271,1,1,0.413825104642368,1,1,1,0.12205880821243,1,1
"rRNA methylation [GO:0031167]",1,1,1,1,1,1,1,1,1,1
"ferrichrome metabolic process [GO:0031168]",1,1,1,1,1,1,1,1,1,1
"ferrichrome biosynthetic process [GO:0031169]",1,1,1,1,1,1,1,1,1,1
"ferricrocin metabolic process [GO:0031170]",1,1,1,1,1,1,1,1,1,1
"ferricrocin biosynthetic process [GO:0031171]",1,1,1,1,1,1,1,1,1,1
"otolith mineralization completed early in development [GO:0031173]",1,1,1,1,1,1,1,1,1,1
"lifelong otolith mineralization [GO:0031174]",1,1,1,1,1,1,1,1,1,1
"neuron projection development [GO:0031175]",0.935435164768182,0.560864907549128,0.572864877671572,0.0350921081427856,0.4152798813062,0.780371527226751,0.766329273927151,0.474469217169472,1,1
"peptide modification [GO:0031179]",1,1,1,1,1,1,1,1,1,1
"posttranslational protein targeting to membrane, docking [GO:0031203]",1,1,1,1,1,1,1,1,1,1
"posttranslational protein targeting to membrane, translocation [GO:0031204]",1,1,1,1,1,1,1,1,1,1
"biomineral tissue development [GO:0031214]",0.935815400989144,0.67863480135341,0.130688977247254,0.740799225965393,0.033113842258408,1,0.354590175109656,1,1,1
"shell calcification [GO:0031215]",1,1,1,1,1,1,1,1,1,1
"arabinan metabolic process [GO:0031221]",1,1,1,1,1,1,1,1,1,1
"arabinan catabolic process [GO:0031222]",1,1,1,1,1,1,1,1,1,1
"auditory behavior [GO:0031223]",1,1,1,0.0520770471440969,1,1,1,1,1,1
"actin rod assembly [GO:0031247]",1,1,1,1,1,1,1,1,1,1
"pseudopodium organization [GO:0031268]",0.996398695323535,1,0.158239724162797,0.499443171999705,0.13956128256557,1,0.111074527841221,1,1,1
"pseudopodium assembly [GO:0031269]",0.991950943494145,1,0.137259884330185,0.788846792313511,0.10622924305669,1,0.0959901571613363,1,1,1
"pseudopodium retraction [GO:0031270]",1,1,1,1,1,1,1,1,1,1
"lateral pseudopodium assembly [GO:0031271]",1,1,1,1,1,1,1,1,1,1
"regulation of pseudopodium assembly [GO:0031272]",0.991950943494145,1,0.137259884330185,0.788846792313511,0.10622924305669,1,0.0959901571613363,1,1,1
"negative regulation of pseudopodium assembly [GO:0031273]",1,1,1,1,1,1,1,1,1,1
"positive regulation of pseudopodium assembly [GO:0031274]",0.991950943494145,1,0.137259884330185,0.788846792313511,0.10622924305669,1,0.0959901571613363,1,1,1
"regulation of lateral pseudopodium assembly [GO:0031275]",1,1,1,1,1,1,1,1,1,1
"negative regulation of lateral pseudopodium assembly [GO:0031276]",1,1,1,1,1,1,1,1,1,1
"positive regulation of lateral pseudopodium assembly [GO:0031277]",1,1,1,1,1,1,1,1,1,1
"regulation of cyclase activity [GO:0031279]",0.432970982170335,1,0.273877967841419,0.833332288713608,0.358560475359804,1,1,1,1,1
"negative regulation of cyclase activity [GO:0031280]",0.612892269734972,1,0.158239724162797,0.837080729032479,0.506393647201081,1,1,1,1,1
"positive regulation of cyclase activity [GO:0031281]",0.445841153371254,1,1,0.788846792313511,0.453989023681722,1,1,1,1,1
"regulation of guanylate cyclase activity [GO:0031282]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of guanylate cyclase activity [GO:0031283]",1,1,1,1,1,1,1,1,1,1
"positive regulation of guanylate cyclase activity [GO:0031284]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of sorocarp stalk cell differentiation [GO:0031285]",1,1,1,1,1,1,1,1,1,1
"negative regulation of sorocarp stalk cell differentiation [GO:0031286]",1,1,1,1,1,1,1,1,1,1
"positive regulation of sorocarp stalk cell differentiation [GO:0031287]",1,1,1,1,1,1,1,1,1,1
"sorocarp morphogenesis [GO:0031288]",1,1,1,1,1,1,1,1,1,1
"actin phosphorylation [GO:0031289]",1,1,1,0.228253845159623,1,1,1,1,1,1
"retinal ganglion cell axon guidance [GO:0031290]",1,1,1,1,1,1,1,1,1,1
"Ran protein signal transduction [GO:0031291]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"gene conversion at mating-type locus, DNA double-strand break processing [GO:0031292]",1,1,1,1,1,1,1,1,1,1
"membrane protein intracellular domain proteolysis [GO:0031293]",0.748364503244271,1,1,0.413825104642368,1,1,1,1,0.0441581052659178,1
"lymphocyte costimulation [GO:0031294]",0.981944550866249,0.321052982602568,0.138991221767267,0.142124547032892,0.746513485143776,1,1,0.443782636673216,0.184137908588714,1
"T cell costimulation [GO:0031295]",0.981944550866249,0.321052982602568,0.138991221767267,0.142124547032892,0.746513485143776,1,1,0.443782636673216,0.184137908588714,1
"B cell costimulation [GO:0031296]",1,1,1,1,1,1,1,1,1,1
"replication fork processing [GO:0031297]",0.394465472730098,1,1,0.645351398218014,1,1,1,1,1,1
"detection of folic acid [GO:0031318]",1,1,1,1,1,1,1,1,1,1
"detection of cAMP [GO:0031319]",1,1,1,1,1,1,1,1,1,1
"ascospore-type prospore assembly [GO:0031321]",1,1,1,1,1,1,1,1,1,1
"ascospore-type prospore-specific spindle pole body remodeling [GO:0031322]",1,1,1,1,1,1,1,1,1,1
"regulation of cellular metabolic process [GO:0031323]",0.462465987515208,0.655834710594009,0.265543356488052,0.608027021481402,0.397163906137539,0.757247234202494,0.987197983366323,0.328936378163989,0.159715709312932,0.376264079131485
"negative regulation of cellular metabolic process [GO:0031324]",0.461210358199421,0.416137264150722,0.490532559764526,0.819682907659451,0.581372683506286,0.878597997562142,0.4873718737259,0.13937391708559,0.0733185243600928,1
"positive regulation of cellular metabolic process [GO:0031325]",0.50819538161564,0.708165536200195,0.164675342310143,0.580399076327785,0.576334608242595,0.876568669249541,0.952872315609893,0.49613620427444,0.0473085093891868,0.0964400485888092
"regulation of cellular biosynthetic process [GO:0031326]",0.221218839723056,0.538017368366338,0.266823377820843,0.84173752294831,0.71018189577391,0.892782069840692,0.981627441492263,0.178636801775993,0.078130534797265,0.174216662150183
"negative regulation of cellular biosynthetic process [GO:0031327]",0.456226425267249,0.462743283966037,0.558349263697647,0.781119396211833,0.42687171518151,0.931229429129833,0.716068728252265,0.168141890057575,0.170316807717005,1
"positive regulation of cellular biosynthetic process [GO:0031328]",0.458741981138015,0.60426262043004,0.2449318622175,0.659614185853822,0.778718623853265,0.947730548086127,0.905263545494309,0.527526013248631,0.00921290400935324,0.0258733988461001
"regulation of cellular catabolic process [GO:0031329]",0.914644266004116,0.609371270047228,0.151062945220776,0.291285791560475,0.114929700280465,1,0.711517927428855,0.831431281377732,0.304940831501713,1
"negative regulation of cellular catabolic process [GO:0031330]",0.481480433830633,0.523738906080303,0.342045753169138,0.987843612753053,0.219128533393585,1,1,0.308641324658329,1,1
"positive regulation of cellular catabolic process [GO:0031331]",0.221679768926433,0.825886496470087,0.627111494282229,0.431339814615331,0.752228207353048,1,1,1,1,1
"negative regulation of protein complex assembly [GO:0031333]",0.296211135585141,1,1,0.781265227207579,0.219128533393585,1,1,1,1,1
"positive regulation of protein complex assembly [GO:0031334]",0.970342219122341,0.11506081036108,0.498418492762364,0.084768120730895,0.511540629110925,1,1,1,1,1
"regulation of sulfur amino acid metabolic process [GO:0031335]",1,1,1,1,1,1,1,1,1,1
"negative regulation of sulfur amino acid metabolic process [GO:0031336]",1,1,1,1,1,1,1,1,1,1
"positive regulation of sulfur amino acid metabolic process [GO:0031337]",1,1,1,1,1,1,1,1,1,1
"regulation of vesicle fusion [GO:0031338]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of vesicle fusion [GO:0031339]",1,1,1,1,1,1,1,1,1,1
"positive regulation of vesicle fusion [GO:0031340]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of cell killing [GO:0031341]",0.509996474565926,1,1,0.408389545229108,1,1,1,0.195083066369545,1,1
"negative regulation of cell killing [GO:0031342]",1,1,1,1,1,1,1,1,1,1
"positive regulation of cell killing [GO:0031343]",0.626562795822874,1,1,0.33854394820714,1,1,1,0.177413638839439,1,1
"regulation of cell projection organization [GO:0031344]",0.982544263237648,0.930712710940846,0.778305572964944,0.0129278946919626,0.126000958239655,1,0.642874069107376,0.735055192267003,1,1
"negative regulation of cell projection organization [GO:0031345]",0.585214441818474,1,1,0.211139812745573,0.526356481750365,1,1,1,1,1
"positive regulation of cell projection organization [GO:0031346]",0.992637664116035,1,0.510650601124107,0.104032731120345,0.0535428342244218,1,0.386447220645102,0.467477569213849,1,1
"regulation of defense response [GO:0031347]",0.483418183700362,0.405313543058094,0.94895737117418,0.24452748572356,0.825558074704271,0.296083997825917,0.869117426308267,0.927423190836347,0.226902075556986,1
"negative regulation of defense response [GO:0031348]",0.744437510800297,1,1,0.0359693006177481,1,1,1,1,1,1
"positive regulation of defense response [GO:0031349]",0.462800638481892,0.170572293393039,0.818213372372108,0.736479893851046,0.660369304553382,0.4673544459861,0.688176127510353,0.777587014101258,0.406374819536143,1
"N-terminal protein amino acid deamination [GO:0031363]",1,1,1,1,1,1,1,1,1,1
"N-terminal protein amino acid deamination, from side chain [GO:0031364]",1,1,1,1,1,1,1,1,1,1
"N-terminal protein amino acid modification [GO:0031365]",0.748364503244271,0.230194594745972,0.137259884330185,1,0.453989023681722,1,1,1,1,1
"N-terminal peptidyl-asparagine deamination [GO:0031366]",1,1,1,1,1,1,1,1,1,1
"N-terminal peptidyl-glutamine deamination [GO:0031367]",1,1,1,1,1,1,1,1,1,1
"mating projection assembly [GO:0031382]",1,1,1,1,1,1,1,1,1,1
"regulation of mating projection assembly [GO:0031383]",1,1,1,1,1,1,1,1,1,1
"regulation of initiation of mating projection growth [GO:0031384]",1,1,1,1,1,1,1,1,1,1
"regulation of termination of mating projection growth [GO:0031385]",1,1,1,1,1,1,1,1,1,1
"organic acid phosphorylation [GO:0031388]",1,1,1,1,1,1,1,1,1,1
"regulation of prostaglandin biosynthetic process [GO:0031392]",1,1,1,1,1,1,1,1,1,1
