"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"male meiosis I [GO:0007141]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"male meiosis II [GO:0007142]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"female meiosis [GO:0007143]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"female meiosis I [GO:0007144]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic recombination nodule assembly [GO:0007146]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"female meiosis II [GO:0007147]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"colony morphology [GO:0007149]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"growth pattern [GO:0007150]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell communication [GO:0007154]",0.594495532302798,0.954789812731072,0.316148900980921,0.954282010258777,0.801790391430648,0.329039344495269,0.0173865577410668,0.92299894536009,0.121324475542842,0.997422940522017,0.0885844958865234,0.612485418741212,0.081411575142897,0.995339239583782,0.396922833654341,0.985994767177089,0.944242657151211,0.321274121408875,0.697411692551664,0.956801685329444,0.0481105124667761,0.125678759764922,0.343892552651751,0.304511045516624,1,0.904151092728141,0.460425007740912,0.219826547448541,1,1
"cell adhesion [GO:0007155]",0.736157867466139,0.939645721533362,0.217098379915021,0.842665215813038,0.508472111296744,0.57322177607308,0.235540797956626,0.125734826209901,1,1,0.409248098971569,0.668772994907741,0.848228016008958,0.690772372755816,0.0818956271301099,0.367657520687432,0.266061354649896,0.91053051455135,0.0602084879211753,1,0.279677656382783,0.451141679933985,1,0.620465721140519,1,1,0.25171980203413,1,1,1
"homophilic cell adhesion [GO:0007156]",0.959621814367071,1,1,0.448861316704197,0.384360676704856,0.14953329830746,1,1,1,1,0.118525564704683,1,0.371385938432625,1,1,0.111087494844094,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"heterophilic cell-cell adhesion [GO:0007157]",0.959621814367071,1,1,0.448861316704197,0.384360676704856,1,1,0.169963953597928,1,1,0.00638635411644973,1,1,1,1,1,1,1,1,1,0.135973119981702,1,1,1,1,1,1,1,1,1
"neuron cell-cell adhesion [GO:0007158]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0527966717096523,1,1,1,1,1,1,1,1,1,1,1,1
"leukocyte cell-cell adhesion [GO:0007159]",0.356516444171099,1,1,1,1,1,0.74404910487628,0.0298552352883407,1,1,0.172452093773919,1,1,1,1,1,1,1,1,1,0.196906678435632,1,1,1,1,1,1,1,1,1
"cell-matrix adhesion [GO:0007160]",0.983692696396008,0.420637994134864,0.377005615804322,0.884987325169974,0.828115515567782,0.444534279732361,0.00056921414805472,1,1,1,1,1,0.814596300776929,1,1,0.347831505193844,1,1,1,1,0.411704755348042,0.110094437467382,1,0.171684781077539,1,1,1,1,1,1
"calcium-independent cell-matrix adhesion [GO:0007161]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cell adhesion [GO:0007162]",0.941560165284179,1,0.254358547253796,0.738515613527751,0.286323596350757,1,0.0366875132917873,0.342570893960753,1,1,1,1,1,1,1,1,1,1,0.0477964662711544,1,1,1,1,1,1,1,0.0343652195405935,1,1,1
"establishment or maintenance of cell polarity [GO:0007163]",0.9828342962643,1,0.0445166697642509,1,0.352568187096172,0.346578473101705,0.395143155351554,1,1,1,1,1,0.333299033125842,0.288040071147621,1,1,1,0.107352029652802,1,1,0.0545532123788887,1,1,1,1,1,1,1,1,1
"establishment of tissue polarity [GO:0007164]",0.322489476732914,1,1,1,1,1,0.128806717942035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"signal transduction [GO:0007165]",0.297018130663117,0.936512157855242,0.337564327942081,0.990758082876613,0.862280182782935,0.651224500270231,0.0185364949831699,0.964697756243852,0.531844905367833,0.994094609722589,0.142179872363343,0.927562422710256,0.0206402953666415,0.976553620675022,0.718336973655084,0.945847322993962,0.916693224451012,0.35536514165638,0.598836633203195,0.977070507085199,0.144039592618512,0.147068630223988,0.33840459962908,0.430978940745818,1,0.867188108852098,0.368316833188057,0.16366290949705,1,1
"cell surface receptor signaling pathway [GO:0007166]",0.499776825045091,0.569428112855759,0.106791656354578,0.938083114043493,0.697978143229693,0.774496169667887,0.208107397946452,0.754041952584056,0.654919514672824,1,0.14375625964867,0.960252053616722,0.0686718805503537,0.957972968388765,0.891235687150644,0.98911285229422,0.758049200378109,0.223365493273741,0.542030177513172,0.833758946044477,0.408212031683967,0.0429589455219032,0.555314089478669,0.41990380829094,1,1,0.128592686325474,0.205666112529503,1,1
"enzyme linked receptor protein signaling pathway [GO:0007167]",0.758839970146475,0.348316078780126,0.792806116140981,0.765142151186274,0.348516327074646,0.259367766282954,0.161497691712003,0.382973721212703,0.334537929184459,1,0.578276672040297,0.571727817068231,0.598574268255355,0.922918796613742,1,0.89565004203102,1,0.694301269549862,0.509902717701184,0.351140479865293,0.324491836420998,0.083074027109887,0.790853354615195,0.817541363443225,1,1,0.399019379076597,0.0417747417564705,1,1
"receptor guanylyl cyclase signaling pathway [GO:0007168]",0.116568516467955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]",0.761882988427867,0.140376040863471,0.814728420155166,0.880194539759286,0.145081744279179,0.328495466413033,0.290955965513203,0.145130363929154,0.256948907348651,1,0.342603420544121,0.407692340157242,0.9148566730638,0.811187582068107,1,0.940115035502575,1,0.886401004525303,0.405503234541209,0.600372999202282,0.127608406168828,0.17464797472915,0.680502823901197,0.710775233242403,1,1,1,0.21921826575211,1,1
"transmembrane receptor protein tyrosine kinase ligand binding [GO:0007170]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of transmembrane receptor protein tyrosine kinase activity [GO:0007171]",0.738462917214171,1,1,1,1,1,0.203057528931675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"signal complex assembly [GO:0007172]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"epidermal growth factor receptor signaling pathway [GO:0007173]",0.784224487663614,0.63869590480289,0.586297017330374,0.548604112884831,0.0956455025261296,0.294679315210991,0.358179499804985,0.353901833801053,0.0806671656754555,1,0.574350482505508,1,0.816715153317621,1,1,1,1,0.769967091712702,1,1,1,1,0.276116089123974,0.296236976680097,1,1,1,1,1,1
"epidermal growth factor catabolic process [GO:0007174]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]",0.670195136578901,1,1,1,0.215322389972321,1,0.364922170343198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of epidermal growth factor-activated receptor activity [GO:0007176]",0.474981586959229,1,1,1,0.0595117802263517,1,0.548272761291831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"transmembrane receptor protein serine/threonine kinase signaling pathway [GO:0007178]",0.557421392590823,0.761851952128788,0.711765817354479,0.465996645974214,0.943407716850176,0.452283140250838,0.295527754547832,0.830963395705146,1,1,1,1,0.063139556059984,1,1,0.674916197358676,1,0.608013815985991,1,0.306567834415751,1,0.264065423669054,0.365819054162553,1,1,1,0.137747545629641,0.0940513631852883,1,1
"transforming growth factor beta receptor signaling pathway [GO:0007179]",0.242176063823962,1,0.618881902812592,0.619825226883648,0.869816520790933,0.331737469605798,0.0953899182793603,1,1,1,1,1,0.427416701466078,1,1,0.581614729976567,1,0.799337319129349,1,1,1,1,0.297534006166826,1,1,1,0.108569854163127,1,1,1
"transforming growth factor beta ligand binding to type II receptor [GO:0007180]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"transforming growth factor beta receptor complex assembly [GO:0007181]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"common-partner SMAD protein phosphorylation [GO:0007182]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SMAD protein complex assembly [GO:0007183]",0.47855467453006,1,1,1,1,1,0.433086478970528,1,1,1,1,1,0.251804272951806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SMAD protein import into nucleus [GO:0007184]",0.990870916205249,1,1,0.0847695830084695,1,1,0.548272761291831,1,1,1,1,1,0.333810433792733,1,1,1,1,1,1,0.0330116746726211,1,0.027722781131523,1,1,1,1,1,1,1,1
"transmembrane receptor protein tyrosine phosphatase signaling pathway [GO:0007185]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G-protein coupled receptor signaling pathway [GO:0007186]",0.14970386895851,1,0.196917113261638,0.571889573363583,0.849302065518187,0.782316522175453,0.974481675449051,0.964418016169545,1,1,0.182042636327077,1,0.00605753507015938,0.901292041249937,1,0.878597198436565,1,0.530045034229091,1,1,0.926988985071199,0.437501566756819,0.574550696470661,0.0635070855597045,1,1,0.0300377248830175,1,1,1
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]",0.445661136416841,1,0.109182762578925,0.464031514934872,0.61857993387443,0.508292783365318,0.902435867622864,1,1,1,0.424732778803941,1,0.132056461843622,1,1,1,1,0.613755444199643,1,1,1,1,1,0.203415124535063,1,1,1,1,1,1
"adenylate cyclase-modulating G-protein coupled receptor signaling pathway [GO:0007188]",0.690974551570323,1,0.0567129932076214,0.522026356325679,0.416558900288426,0.385175687028816,1,1,1,1,0.315367545642974,1,0.150279134389573,1,1,1,1,0.478912879248954,1,1,1,1,1,0.14429938271718,1,1,1,1,1,1
"adenylate cyclase-activating G-protein coupled receptor signaling pathway [GO:0007189]",0.474981586959229,1,1,0.406229683362153,1,0.132131009361936,1,1,1,1,1,1,0.333810433792733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of adenylate cyclase activity [GO:0007190]",0.670195136578901,1,1,1,1,1,0.364922170343198,1,1,1,1,1,0.20709914248819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]",0.866272894322178,1,1,0.20015580757507,1,1,1,1,1,1,1,1,0.159729346122727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-activating serotonin receptor signaling pathway [GO:0007192]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway [GO:0007193]",0.581568599246712,1,0.177656440610577,1,0.517046614824279,0.215743030810903,1,1,1,1,0.172452093773919,1,1,1,1,1,1,0.277951106592517,1,1,1,1,1,0.0749029645287466,1,1,1,1,1,1
"negative regulation of adenylate cyclase activity [GO:0007194]",0.474981586959229,1,0.107796523447005,1,0.345856774010796,1,0.548272761291831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-inhibiting dopamine receptor signaling pathway [GO:0007195]",0.738462917214171,1,0.0320532998007536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway [GO:0007196]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00646245314721461,1,1,1,1,1,1
"adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway [GO:0007197]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adenylate cyclase-inhibiting serotonin receptor signaling pathway [GO:0007198]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G-protein coupled receptor signaling pathway coupled to cGMP nucleotide second messenger [GO:0007199]",0.482842962998157,1,1,1,1,1,1,1,1,1,1,1,0.159729346122727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phospholipase C-activating G-protein coupled receptor signaling pathway [GO:0007200]",0.581568599246712,1,1,1,1,1,0.129989580638598,1,1,1,1,1,0.0267084130681957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G-protein dissociation [GO:0007201]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of phospholipase C activity [GO:0007202]",0.728324466299513,1,1,0.738515613527751,0.664518985926124,0.30557482013411,0.119387351504118,1,1,1,1,1,0.269553762878802,1,1,1,1,1,1,1,1,1,1,0.110263987542381,1,1,1,1,1,1
"phosphatidylinositol-4,5-bisphosphate hydrolysis [GO:0007203]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"elevation of cytosolic calcium ion concentration [GO:0007204]",0.839620331171483,1,0.0792267863331537,0.345743871922775,0.828115515567782,1,0.378844754067175,1,0.0440936264651971,1,0.0101367989854943,1,0.492274786549442,1,1,1,1,1,1,1,0.411704755348042,1,1,1,1,1,1,1,1,1
"protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]",0.482842962998157,1,1,1,1,1,0.288573010636485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phospholipase C-activating G-protein coupled glutamate receptor signaling pathway [GO:0007206]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway [GO:0007207]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phospholipase C-activating serotonin receptor signaling pathway [GO:0007208]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phospholipase C-activating tachykinin receptor signaling pathway [GO:0007209]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"serotonin receptor signaling pathway [GO:0007210]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"octopamine or tyramine signaling pathway [GO:0007211]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dopamine receptor signaling pathway [GO:0007212]",0.474981586959229,1,0.107796523447005,0.406229683362153,1,1,1,1,1,1,1,1,0.333810433792733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"G-protein coupled acetylcholine receptor signaling pathway [GO:0007213]",1,1,1,0.0444109264345742,1,1,0.433086478970528,1,1,1,0.0758067951138374,1,1,1,1,1,1,0.126834716923205,1,1,1,1,1,1,1,1,1,1,1,1
"gamma-aminobutyric acid signaling pathway [GO:0007214]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"glutamate receptor signaling pathway [GO:0007215]",0.272720373887216,1,1,1,0.597466133530313,1,0.818011605881501,0.0454110805805643,1,1,1,1,1,1,1,1,1,0.33446107368869,1,1,1,1,1,0.0927522947174061,1,1,1,1,1,1
"G-protein coupled glutamate receptor signaling pathway [GO:0007216]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00646245314721461,1,1,1,1,1,1
"tachykinin receptor signaling pathway [GO:0007217]",1,1,0.0320532998007536,1,1,1,1,1,1,1,1,1,0.109536442287888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"neuropeptide signaling pathway [GO:0007218]",0.0569277588181366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Notch signaling pathway [GO:0007219]",0.154908188509289,0.452509944636109,0.406829703932495,1,0.569243681259051,0.477378672340502,0.68256538998572,0.525890639079647,1,1,1,1,0.268479102839069,1,1,1,1,0.580870083140789,1,1,1,1,1,1,1,1,1,1,1,1
"Notch receptor processing [GO:0007220]",0.173448199342314,1,1,1,1,1,1,1,1,1,1,1,0.251804272951806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription of Notch receptor target [GO:0007221]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Wnt receptor signaling pathway, calcium modulating pathway [GO:0007223]",0.295490789417412,1,1,1,1,1,1,1,1,1,1,1,0.20709914248819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"smoothened signaling pathway [GO:0007224]",0.999493082864676,0.300491609626166,0.0370126127183689,0.757316473029254,0.30856750189127,1,0.333972745930224,1,1,1,1,1,0.290902841370109,1,1,0.244119695998161,0.0386130256675616,0.403018442814497,1,1,1,1,0.00554512778425303,1,1,1,1,1,1,1
"patched ligand maturation [GO:0007225]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"signal transduction downstream of smoothened [GO:0007227]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,0.00413196021909001,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hh target transcription factor activity [GO:0007228]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,0.00413196021909001,1,1,1,1,1,1,1,1,1,1,1,1,1
"integrin-mediated signaling pathway [GO:0007229]",1,1,0.122224134646116,1,1,1,0.208746854837177,1,1,1,0.118525564704683,1,0.371385938432625,1,1,1,1,0.195111355544343,1,1,0.00847508235054274,1,1,1,1,1,1,1,1,1
"calcium-o-sensing receptor pathway [GO:0007230]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"osmosensory signaling pathway [GO:0007231]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"osmosensory signaling pathway via Sho1 osmosensor [GO:0007232]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"osmosensory signaling via phosphorelay pathway [GO:0007234]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of Ypd1 protein [GO:0007235]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of Ssk1 protein [GO:0007236]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of Ssk2/Ssk22 proteins [GO:0007237]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of Pbs2 [GO:0007238]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of Hog1 [GO:0007239]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear translocation of Hog1 [GO:0007240]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"inactivation of Hog1 [GO:0007241]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"intracellular protein kinase cascade [GO:0007243]",0.205798639702974,0.625026283336306,0.167829261370783,0.972504139658162,0.600636078801031,0.682127563000466,0.504300410661302,0.781106383734355,0.303995242465824,0.631374484560569,0.487025911687685,0.82209454289654,0.224834907074502,0.888204014736883,1,0.967788536006961,1,0.58380526365193,0.127821243458269,0.673470623862419,0.23725896179126,0.6083424067325,0.7514987464482,0.779922800608926,1,0.324717714211178,1,1,1,1
"MAPKKK cascade (mating sensu Saccharomyces) [GO:0007244]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of MAPKKK (mating sensu Saccharomyces) [GO:0007245]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of MAPKK (mating sensu Saccharomyces) [GO:0007246]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of MAPK (mating sensu Saccharomyces) [GO:0007247]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear translocation of MAPK (mating sensu Saccharomyces) [GO:0007248]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"I-kappaB kinase/NF-kappaB cascade [GO:0007249]",0.522469057029891,0.355472819728311,0.294888334123654,0.993325330745115,0.358948169702854,1,0.738733526774006,1,0.0991742107346266,1,0.0870418224947792,1,0.32583736907595,1,1,0.628431140088844,1,0.539162267704889,0.0139523814976124,1,0.120848020904923,1,0.330519727440396,1,1,1,1,1,1,1
"activation of NF-kappaB-inducing kinase activity [GO:0007250]",0.670195136578901,1,1,1,1,0.0777729727498219,0.364922170343198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"activation of the inhibitor of kappa kinase [GO:0007251]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"I-kappaB phosphorylation [GO:0007252]",0.322489476732914,1,1,1,0.304950346327304,1,1,1,0.00927290869602826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytoplasmic sequestering of NF-kappaB [GO:0007253]",0.482842962998157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0781452287821931,1,1,1,1,1,1,1,1,1,1,1,1
"JNK cascade [GO:0007254]",0.181883849584779,0.563499792950814,0.512609862545711,0.834434548791581,0.931054704451682,0.590548579791572,0.331825865824071,0.268782187100178,1,1,1,1,0.922652604044219,0.509776573333399,1,1,1,0.330132673522695,1,1,0.55323718405474,1,1,1,1,1,1,1,1,1
"activation of JNKK activity [GO:0007256]",1,1,1,1,1,1,1,0.0454862805528009,1,1,1,1,1,1,1,1,1,0.0527966717096523,1,1,1,1,1,1,1,1,1,1,1,1
"activation of JUN kinase activity [GO:0007257]",0.929733088513749,0.123275277606359,1,0.0847695830084695,1,1,1,1,1,1,1,1,1,0.106975405338161,1,1,1,0.172964346451918,1,1,1,1,1,1,1,1,1,1,1,1
"JUN phosphorylation [GO:0007258]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"JAK-STAT cascade [GO:0007259]",0.245401895781669,1,1,0.876064759538067,0.225622358743321,0.433136717296369,0.818539357379563,0.479443211801047,1,1,1,1,0.473663975994651,1,1,1,1,0.532650336558667,1,1,0.400823353015994,1,1,1,1,1,1,1,1,1
"tyrosine phosphorylation of STAT protein [GO:0007260]",0.356516444171099,1,1,0.59093995278534,1,1,0.74404910487628,1,1,1,1,1,0.144063146189877,1,1,1,1,0.277951106592517,1,1,1,1,1,1,1,1,1,1,1,1
"JAK-induced STAT protein dimerization [GO:0007261]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"STAT protein import into nucleus [GO:0007262]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nitric oxide mediated signal transduction [GO:0007263]",0.670195136578901,1,1,1,1,0.0777729727498219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0704518095477062,1,1,1,1,1,1,1,1,1
"small GTPase mediated signal transduction [GO:0007264]",0.79808180807073,0.402407939331625,0.31975664415784,0.884267688375515,0.0282448502377744,0.918665877909246,0.339142550032325,0.0639404082987118,1,1,0.858348763835682,1,0.699745825219107,0.590445307726374,0.330525137171698,1,1,0.644320122411251,0.286070999831158,1,0.183028538435851,0.392108922206582,1,0.55239165879848,1,1,1,1,1,1
"Ras protein signal transduction [GO:0007265]",0.628513994637869,0.478153010717374,0.406336421976688,0.951971111651762,0.0648254412336105,0.826245484562723,0.314854202460702,0.0476788888828,1,1,0.744147800425972,1,0.870732882247981,0.752718672676507,0.244124200175291,1,1,0.405683164046447,0.209457955064944,1,0.793856150463762,0.293325222447938,1,1,1,1,1,1,1,1
"Rho protein signal transduction [GO:0007266]",0.771002803025237,0.571670341477407,0.164157274998774,0.965249210418212,0.27139239281685,1,0.537672823596981,0.277367283670286,1,1,0.509025520080933,1,0.46966959596754,0.517678263819121,0.135891568492985,1,1,0.339977454265787,1,1,0.561367535573307,0.165715957765604,1,1,1,1,1,1,1,1
"cell-cell signaling [GO:0007267]",0.770518272295718,0.738165420987123,0.811707934444617,0.147347878729111,0.224364339075829,0.0874682520112375,0.731566259918734,0.741542549238617,0.344091123959787,1,0.124461044780338,0.314147238088521,0.894786245614463,0.987603914361525,0.212882896181678,0.906392847506032,1,0.725392001820695,0.162522501621398,0.366880854370553,0.353594050439992,0.290341474305611,0.474893479743896,0.0281946111689879,1,1,1,1,1,1
"synaptic transmission [GO:0007268]",0.976283530259976,0.601347465625245,0.753872719946178,0.210481978649565,0.515949160901394,0.0181926878321647,0.32465655925736,0.534130112704251,0.229298007856844,1,0.261439000704125,0.123001113036992,0.834304548333697,0.933547292866271,0.419040014048018,1,1,0.458719337738229,0.366225563428723,0.187975137704196,0.181952675861574,0.49016891705363,0.632353038512594,0.091560081866973,1,1,1,1,1,1
"neurotransmitter secretion [GO:0007269]",0.953504225738837,1,1,0.696440648760435,0.24169125154953,1,0.0840616554782139,1,1,1,1,0.00598906544775271,0.605039903587442,1,1,1,1,1,1,1,1,1,1,0.0986267294835458,1,1,1,1,1,1
